credit_amount,Country,gender,Age,Balance,annual_income,churn
850,Germany,Female,30,154870.28,54191.38,0
597,Spain,Female,46,0,58667.16,1
436,Spain,Male,43,0,35687.43,0
660,Germany,Male,28,118402.25,14288.93,0
649,France,Male,37,87374.88,247.36,0
646,Germany,Male,32,105397.8,78111.84,1
560,Spain,Female,31,125341.69,79547.39,0
710,Germany,Male,49,129164.88,193266.72,0
513,France,Male,40,141004.46,105028.46,0
607,France,Female,21,0,116106.52,0
757,France,Male,57,89079.41,53179.21,1
619,Germany,Male,40,103604.31,140947.05,0
612,France,Male,24,182705.05,171837.06,0
842,France,Male,29,0,123437.05,0
713,France,Male,33,94598.48,197519.66,1
657,Spain,Male,36,188241.05,183058.51,1
770,France,Female,37,0,22710.72,0
773,France,Female,40,0,69303.15,0
470,Germany,Male,39,117469.91,63705.9,0
781,Spain,Male,35,80790.74,116429.51,0
428,France,Female,62,107735.93,58381.77,0
600,Germany,Male,43,133379.41,177378.66,1
697,Spain,Female,37,168066.87,35450.53,0
692,Germany,Female,43,69014.49,164621.43,0
791,France,Male,28,0,174435.48,0
538,Germany,Female,42,98548.62,94047.75,0
820,France,Female,49,0,119087.25,0
679,Spain,Female,26,76554.06,184800.27,0
649,France,Female,36,0,75035.48,0
632,France,Female,27,107375.82,62703.38,0
594,France,Male,40,122417.17,190882.69,0
682,France,Female,42,0,91981.85,1
720,Spain,Male,33,97188.62,91881.29,0
769,France,Male,31,61297.05,7118.02,0
746,Spain,Male,30,112666.67,11710.4,1
623,Spain,Female,40,0,25904.12,0
537,France,Male,28,157842.07,86911.49,0
468,France,Male,46,91443.75,10958.18,0
588,Germany,Female,30,110148.49,5790.9,1
729,Spain,Female,34,53299.96,42855.97,0
543,Spain,Male,37,0,78915.68,0
499,Spain,Male,39,0,81409,0
784,Germany,Male,28,70233.74,179252.73,0
604,France,Male,33,0,42171.13,1
614,Spain,Female,25,75212.28,58965.04,0
671,France,Female,31,41299.03,102681.32,0
587,Spain,Female,35,83286.56,125553.52,0
593,Spain,Male,43,0,53478.02,0
453,France,Male,29,0,198376.02,1
570,Germany,Male,35,85668.59,105525.36,0
655,France,Female,45,57327.04,47349,0
632,Spain,Male,47,0,178822.32,0
681,France,Female,37,69609.85,72127.83,0
591,Germany,Male,46,129269.27,163504.33,0
779,France,Male,27,0,190623.02,0
456,France,Female,63,165350.61,140758.07,1
686,France,Female,41,152105.57,132374.41,0
617,France,Male,74,0,53949.98,0
850,France,Female,32,106290.64,121982.73,0
646,Germany,Female,30,100548.67,136983.77,0
735,Germany,Male,46,106344.95,114371.33,1
543,France,Male,35,137482.19,62389.35,0
490,France,Female,37,116465.53,24435.77,0
640,France,Male,45,0,10908.33,0
445,Spain,Male,45,0,90977.48,0
761,France,Male,36,127637.92,81062.93,0
426,France,Female,34,0,61230.83,0
777,France,Male,37,0,126837.72,0
534,France,Male,35,81951.74,115668.53,0
777,France,Female,42,147531.82,38819.45,0
806,Spain,Male,18,0,86994.54,0
790,France,Female,33,135120.72,195204.99,0
643,Spain,Female,32,0,131301.74,0
584,Spain,Female,37,0,100835.19,0
638,France,Female,34,0,198969.78,0
771,Spain,Male,18,0,41542.95,0
600,France,Female,39,0,118272.07,0
661,Spain,Female,41,28082.95,69586.27,1
554,France,Female,43,0,149629.13,1
627,Spain,Male,49,111087.5,146680.25,0
659,France,Female,38,0,132809.18,0
835,France,Male,35,127120.07,28707.69,0
763,France,Female,35,115651.6,104706.29,0
625,Germany,Male,31,77743.01,75335.68,0
799,France,Female,30,0,136827.96,0
849,France,Male,69,71996.09,139065.94,0
692,France,Male,28,61581.97,70179.91,0
623,France,Female,24,0,116160.04,0
453,Spain,Female,42,0,83008.49,1
408,France,Female,84,87873.39,188484.52,1
778,Germany,Female,37,105617.73,133699.82,1
695,France,Female,42,0,72172.13,1
677,Germany,Female,44,148770.61,191057.76,0
662,Spain,Male,37,94901.09,48233.75,0
534,France,Male,29,174851.9,79178.31,0
602,France,Male,59,0,162347.05,0
554,Germany,Female,43,120847.11,7611.61,1
667,France,Male,42,0,88890.05,0
672,France,Male,43,0,63833.09,0
838,Spain,Female,67,103267.8,78310.04,0
692,Spain,Female,34,109699.08,37898.91,0
675,France,Male,49,135133.39,179521.24,1
731,Spain,Male,33,0,130726.96,0
468,France,Female,32,137649.47,198714.29,0
542,Spain,Male,43,113567.94,89543.25,0
662,Spain,Female,35,0,2423.9,1
770,Germany,Male,37,141547.26,180326.83,0
675,France,Female,61,62055.17,166305.16,1
647,Germany,Male,51,131156.76,29883.63,0
604,France,Male,31,134837.58,192029.19,0
833,France,Female,39,0,1710.89,0
741,Spain,Male,40,104784.23,135163.76,1
658,Spain,Male,36,0,84927.42,0
528,France,Female,36,156948.41,149912.28,1
590,France,Female,60,147751.75,88206.04,1
675,France,Male,34,124619.33,163667.56,0
765,France,Male,41,124182.21,100153.43,0
650,France,Female,64,142028.36,32275.09,1
817,France,Male,44,0,65501.91,1
699,Germany,Female,31,125837.86,189392.66,0
495,Germany,Female,34,117160.32,116069.24,1
491,Spain,Female,61,0,139861.53,0
847,France,Male,51,97565.74,144184.06,1
676,Spain,Female,30,0,157888.5,0
746,Spain,Female,25,104833.79,71911.3,0
470,Spain,Female,31,101675.22,45033.75,0
714,Spain,Male,20,0,150465.93,0
695,France,Female,50,0,126381.6,1
674,France,Male,46,174701.05,90189.72,1
664,Germany,Male,36,71142.77,122433.09,0
697,Germany,Male,31,108805.42,123825.83,0
670,France,Male,68,0,11426.7,0
541,France,Female,32,0,114951.42,0
640,France,Female,66,116037.76,184636.05,0
647,France,Male,28,0,91055.27,0
757,France,Male,23,80673.96,93991.65,0
704,Germany,Female,39,124640.51,116511.12,1
778,Germany,Male,31,182275.23,190631.23,0
639,Germany,Female,41,98635.77,199970.74,0
637,France,Male,33,0,139947.17,0
686,France,Male,35,0,8816.37,0
577,Spain,Male,43,79757.21,135650.72,1
506,Germany,Male,28,53053.76,24577.34,0
757,France,Male,28,120911.75,131249.46,0
826,France,Male,55,115285.85,140126.17,0
721,France,Male,41,0,168219.75,0
489,Spain,Male,40,221532.8,171867.08,0
446,France,Female,51,105056.13,70613.52,0
677,France,Male,37,88363.03,117946.3,0
769,France,Male,29,123757.52,84872.66,0
677,Spain,Male,56,123959.97,60590.72,1
555,Germany,Female,62,114822.64,8444.5,0
652,Germany,Female,37,145219.3,159132.83,0
722,Germany,Female,32,106807.64,76998.69,0
643,France,Male,36,148159.71,55835.66,0
796,Germany,Female,40,99745.95,177524.19,0
720,Germany,Female,37,156282.79,45985.52,0
613,France,Male,41,0,60297.72,0
506,France,Female,57,0,194421.12,1
608,France,Male,50,0,93568.77,1
667,Spain,Male,77,0,34702.92,0
750,France,Female,47,121376.15,54473.6,1
610,France,Male,33,111582.11,113943.17,0
588,Germany,Female,34,129417.82,153727.32,0
479,France,Female,26,0,19116.97,0
682,France,Male,37,0,112554.68,0
677,France,Female,36,0,47318.75,0
850,Germany,Male,40,94607.08,36690.49,0
580,France,Female,56,131368.3,106918.67,1
746,France,Female,21,166883.07,194563.65,0
635,Spain,Female,37,0,91086.73,0
664,Germany,Male,25,172812.72,108008.65,0
558,Germany,Female,36,126606.63,172363.52,0
415,France,Male,46,134950.19,178587.36,1
798,France,Female,60,96956.1,31907.44,1
792,Germany,Female,29,107601.79,18922.18,1
489,Germany,Female,46,92060.06,147222.95,1
730,France,Male,33,0,1474.79,0
773,France,Male,41,0,24924.92,0
711,France,Male,36,137688.71,46884.1,0
592,Spain,Male,55,85845.43,128918.42,0
695,Germany,Male,27,125552.96,105291.26,0
640,France,Female,33,167298.42,145381.65,0
470,Spain,Male,31,55732.92,103792.53,0
789,Germany,Female,37,110689.07,71121.04,1
604,Spain,Female,39,98544.11,52327.57,0
493,Germany,Female,35,178317.6,197428.64,0
671,France,Female,48,115713.84,83210.84,0
656,France,Male,46,143267.14,193099.43,0
739,Spain,Male,19,89750.21,193008.52,0
560,Spain,Female,26,116576.45,157567.37,0
827,Germany,Female,47,143001.5,108977.5,0
681,France,Male,23,157761.56,147759.84,0
740,France,Female,37,0,27528.4,0
663,Spain,Male,31,103430.11,36479.27,0
845,Spain,Female,52,0,31726.76,1
555,Spain,Male,27,0,96398.51,0
680,Germany,Female,48,115115.38,139558.6,1
638,Germany,Female,39,122501.28,95007.8,0
640,Spain,Male,62,0,101663.47,0
778,France,Male,42,0,106197.44,0
679,France,Male,45,146758.24,48466.89,0
593,France,Female,32,0,151978.36,0
788,France,Male,55,0,13288.46,1
770,France,Female,70,110738.89,22666.77,1
729,France,Male,67,94203.8,102391.06,0
545,France,Male,47,105792.49,67830.2,1
597,France,Male,41,153198.23,92090.36,0
537,France,Male,38,0,141023.01,0
732,France,Male,79,61811.23,104222.8,0
542,France,Male,34,101116.06,196395.05,0
688,Germany,Female,46,74458.25,6866.31,0
542,Germany,Male,33,142871.27,77737.86,0
754,Germany,Male,35,98585.94,106116.84,0
750,France,Female,37,0,117948,1
731,France,Male,30,0,184581.68,0
699,France,Female,43,80764.03,199378.58,1
534,France,Female,42,144801.97,12483.39,1
494,Spain,Male,27,0,22404.64,0
497,Germany,Male,35,110053.62,92887.06,0
632,France,Female,28,118890.81,145157.97,0
724,France,Male,31,0,134889.95,1
751,Germany,Female,37,151218.98,109309.29,0
733,France,Male,42,150507.21,169964.12,0
701,Spain,Female,21,0,26327.42,0
525,Germany,Male,33,131023.76,55072.93,0
666,Germany,Female,44,122314.5,68574.88,1
653,France,Male,29,0,41671.81,0
850,France,Male,28,0,12409.01,0
646,Germany,Female,52,111739.4,68367.18,0
750,France,Male,43,113882.31,74564.41,0
764,France,Male,24,98148.61,26843.76,0
658,France,Female,32,0,156774.75,0
727,France,Male,32,59271.82,46019.43,0
687,France,Female,31,0,145411.39,0
631,Spain,Male,33,0,158268.84,0
797,France,Male,30,69413.44,74637.57,0
650,Spain,Male,25,160599.06,28391.52,0
850,Spain,Male,22,0,144385.54,0
676,France,Female,40,147803.48,95181.06,1
620,Spain,Male,44,0,15627.51,0
576,France,Female,52,170228.59,148477.57,1
482,France,Female,35,133111.73,79957.95,0
695,Spain,Female,39,0,102763.69,0
706,France,Male,18,176139.5,129654.22,0
668,France,Female,32,0,40652.33,0
679,Germany,Male,35,110245.13,178291.09,0
703,France,Female,45,0,131906.44,0
670,Spain,Male,67,158719.57,118607.4,0
590,France,Female,76,160979.68,13848.58,0
613,Spain,Male,35,123557.65,170903.4,0
742,France,Female,60,0,13161.66,1
608,France,Female,33,0,79304.38,1
571,France,Male,40,112896.86,121402.53,0
595,France,Female,39,120962.13,23305.01,0
745,Germany,Male,48,96048.55,74510.65,0
589,France,Female,21,0,55601.44,0
749,France,Male,37,185063.7,134526.87,0
678,France,Female,22,118064.93,195424.01,0
603,France,Male,46,0,59563.49,0
504,France,Female,73,0,34595.58,0
739,Germany,Male,40,149131.03,60036.99,1
604,France,Female,34,0,193021.49,0
612,France,Female,35,0,48108.72,0
629,Spain,Female,44,125512.98,79082.76,0
652,Spain,Female,42,83492.07,37914.12,0
565,France,Male,34,0,74593.84,0
707,France,Female,49,0,82967.97,1
645,France,Male,30,125739.26,193441.23,0
762,Germany,Female,34,98592.88,191790.29,1
639,Spain,Female,39,141789.15,92455.96,0
709,Germany,Male,22,112949.71,155231.55,0
823,France,Male,34,105057.33,9217.92,0
817,Germany,Female,46,89087.89,87941.85,1
665,Germany,Female,27,147435.96,187508.06,0
646,Germany,Male,39,154439.86,171519.06,0
568,France,Male,30,73054.37,27012,0
850,France,Female,62,124678.35,70916,1
473,Germany,Male,40,152576.25,73073.68,0
731,France,Female,41,152243.57,88783.59,0
619,France,Male,25,0,145524.36,0
715,Germany,Male,42,88120.97,21333.22,0
772,Germany,Female,51,143930.92,46675.51,1
686,France,Female,31,0,4802.25,0
749,Germany,Female,29,137059.05,102975.72,1
781,France,Female,27,186558.55,175071.29,1
675,Spain,Male,66,115654.47,131970.86,0
730,Spain,Male,29,0,14174.09,0
683,Spain,Male,38,126152.84,15378.75,0
554,Germany,Female,51,105701.91,179797.79,1
722,France,Male,46,0,93917.68,1
689,Germany,Male,67,157094.78,99490.01,0
796,Germany,Male,40,113228.38,46415.09,0
447,France,Female,32,0,151815.76,0
498,Germany,Male,37,108432.88,14865.05,0
663,Spain,Male,27,0,188007.99,0
498,Germany,Female,44,120702.67,98175.74,0
627,France,Female,32,0,106851.7,0
649,France,Male,45,0,75204.21,0
738,Germany,Female,29,139106.19,141872.05,1
587,Germany,Female,39,101851.8,7103.71,0
655,Germany,Female,32,130935.56,9241.83,1
647,Germany,Male,37,116509.99,149517.71,1
776,Germany,Female,37,93124.04,196079.32,0
688,Germany,Male,35,111578.18,166165.93,1
605,France,Male,32,0,55724.24,0
596,France,Female,39,86546.29,131768.98,0
427,France,Male,33,0,13858.95,0
629,France,Male,39,129669.32,82774.07,0
496,Spain,Male,29,0,55389.59,0
717,Spain,Female,36,164557.95,82336.73,0
777,France,Male,23,0,163225.48,0
535,Spain,Male,35,118989.92,135536.72,0
744,France,Male,29,0,82422.97,0
755,France,Male,31,0,194660.78,0
593,Spain,Female,45,79259.75,55347.28,0
514,France,Male,38,112230.38,16717.11,1
721,France,Male,40,118129.87,160277.65,0
835,Spain,Male,38,86824.09,175905.97,0
682,France,Female,64,128306.7,66040.83,0
590,Germany,Female,40,117641.43,92198.05,0
653,Germany,Female,37,125734.2,134625.09,1
837,France,Male,49,103302.37,50974.57,0
841,France,Male,27,0,171922.72,0
584,Spain,Male,36,82696.09,83058.14,0
769,France,Male,29,145471.37,188382.77,0
599,Spain,Male,34,101506.66,198030.24,0
698,France,Male,47,156265.31,1055.66,0
477,France,Male,27,128554.98,133173.19,0
477,Germany,Male,34,139959.55,189875.83,0
745,Spain,Male,34,132944.53,31802.92,0
749,France,Female,35,0,132649.85,0
850,France,Male,61,0,53067.83,1
528,Germany,Male,22,93547.23,961.57,0
750,France,Male,33,152302.72,71333.44,0
543,France,Female,31,147674.26,16658.76,0
579,Spain,Female,59,148021.12,74878.22,0
624,France,Male,37,0,112104.55,0
595,Germany,Male,46,142360.62,48421.4,1
596,Germany,Female,27,151027.56,170320.58,0
431,Germany,Female,44,138843.7,37688.31,1
647,Spain,Female,26,109958.15,136592.24,1
640,France,Female,31,138857.59,48640.77,0
752,Germany,Female,45,105426.5,89773.45,0
710,Germany,Female,41,149155.53,42131.26,1
638,Germany,Male,27,135096.05,186523.72,1
660,Germany,Male,28,170890.05,41758.9,0
609,Spain,Female,45,89122.3,199256.98,0
596,Spain,Female,54,78126.28,153482.91,1
705,France,Female,38,123894.43,21177.1,0
444,France,Male,36,0,138743.86,0
727,Germany,Male,58,106913.43,25881,1
496,France,Male,32,127845.83,66469.2,0
554,France,Female,22,0,142670.61,0
537,France,Male,26,106397.75,103563.23,0
839,France,Female,51,0,69101.23,1
700,Spain,Female,43,0,59475.35,0
458,Spain,Female,35,166492.48,135287.74,0
850,France,Female,28,0,38773.74,0
699,Spain,Male,31,114493.68,138396.32,0
615,Germany,Female,44,126104.98,110718.02,0
850,Germany,Male,51,124425.99,118545.49,1
604,France,Female,40,0,123207.17,0
668,Spain,Male,34,0,99984.86,0
594,Spain,Female,38,0,58332.91,0
470,France,Male,30,101140.76,50906.65,0
701,Germany,Male,41,150844.94,127623.36,0
664,Spain,Male,35,115024.5,169665.79,0
477,France,Female,30,131286.46,194144.45,0
756,France,Female,42,0,35673.42,0
625,France,Female,40,141267.67,177397.49,0
703,Spain,Male,73,137761.55,159677.46,0
646,France,Male,30,0,153566.97,0
650,France,Male,33,98064.97,52411.99,0
664,France,Female,31,114519.57,79222.02,0
682,Germany,Female,29,101012.77,32589.89,1
725,France,Female,44,0,93777.61,0
553,Germany,Male,46,82291.1,112549.99,1
576,France,Male,39,84719.98,191063.36,0
608,Spain,Female,56,0,153810.41,0
850,France,Female,39,104386.53,105886.77,0
627,France,Male,31,128131.73,96131.47,0
667,France,Male,44,122806.95,15120.86,0
548,Spain,Male,44,0,16989.77,0
774,France,Male,76,112510.89,143133.18,0
794,Germany,Male,57,117056.46,93336.93,1
497,Germany,Female,55,131778.66,9972.64,0
587,France,Female,36,70784.27,30579.82,0
850,France,Female,29,0,199775.67,0
722,France,Male,46,0,179908.71,0
555,Spain,Female,35,0,101667,0
609,Germany,Male,38,140752.06,171430.16,0
734,Spain,Female,39,92126.26,112973.34,0
718,Germany,Female,39,93148.74,190746.38,0
645,Spain,Female,49,110132.55,187689.91,1
598,Spain,Female,23,0,153229.19,0
628,Germany,Male,50,122227.71,14217.77,1
629,Germany,Male,40,121647.54,64849.74,1
739,Germany,Male,58,110597.76,160122.66,1
653,France,Female,60,120731.39,138160.11,1
711,France,Male,28,0,64286.39,0
783,Spain,Male,38,0,80178.54,1
681,France,Male,38,153722.47,101319.76,0
712,France,Male,34,114088.32,92794.61,0
554,France,Female,48,0,63708.07,0
611,France,Female,37,0,110782.88,0
560,Germany,Male,41,152532.3,10779.69,0
646,Spain,Male,32,0,183289.22,0
680,France,Male,34,143292.95,66526.01,0
631,France,Male,26,149144.61,123697.95,0
746,France,Male,36,127157.04,155700.15,0
654,Germany,Male,43,84673.17,82081.35,0
687,Germany,Male,33,135962.4,121747.96,0
708,Germany,Male,32,151691.44,172810.51,0
679,Germany,Female,32,88335.05,159584.81,0
636,France,Female,45,139859.23,108402.54,0
695,France,Male,45,43134.65,77330.35,0
677,France,Male,42,99580.13,21007.96,0
720,France,Female,34,110717.38,9398.45,0
780,France,Female,37,0,182156.81,1
653,Spain,Female,36,0,110525.6,0
674,France,Female,28,0,51536.99,0
620,Germany,Male,40,108197.11,49722.34,0
623,France,Male,40,0,66119.07,0
547,France,Female,29,104450.86,37160.28,0
530,France,Male,39,0,197923.05,0
746,France,Female,34,0,65166.6,0
512,France,Female,31,0,49326.07,0
630,France,Male,40,0,42495.81,0
570,Spain,Male,21,116099.82,148087.62,0
605,France,Male,39,111169.91,9641.4,0
530,Spain,Male,37,0,164844.37,0
813,Germany,Female,25,123616.43,132959.33,0
704,Spain,Female,37,155619.58,135088.58,0
565,Germany,Male,31,89558.39,4441.54,0
645,Spain,Male,45,0,174916.85,1
526,Germany,Female,32,131938.92,1795.93,0
778,France,Female,33,151772.63,180249.94,1
677,France,Female,72,0,153604.44,0
588,France,Female,64,0,189703.65,0
488,France,Female,22,0,66393.89,0
519,France,Male,39,97700.02,30709.03,0
709,France,Male,31,0,71009.84,0
642,Germany,Female,56,103244.86,143049.72,1
710,Germany,Male,34,147833.3,1561.58,0
653,France,Female,46,0,49707.85,0
743,France,Male,71,0,29837.65,0
418,France,Female,39,0,9041.71,0
670,Germany,Female,33,84521.48,198017.05,0
723,Germany,Female,28,91938.31,143481.85,0
549,Germany,Male,45,124240.93,146372.51,0
543,France,Female,42,0,101905.34,0
595,Spain,Male,37,157084.99,134767.13,0
673,Germany,Female,25,108244.82,103573.96,0
741,France,Female,21,0,139259.54,0
508,Germany,Female,41,82161.7,187776.49,0
662,Germany,Male,59,104568.41,8059.44,1
752,France,Female,36,119912.46,124354.92,0
809,France,Male,36,68881.59,109135.11,0
575,Spain,Male,30,0,82222.86,0
591,Spain,Female,40,86376.29,136767.16,1
643,Spain,Female,45,150840.03,155516.35,0
698,Germany,Male,55,155059.1,144584.29,0
496,France,Female,29,0,164806.89,0
597,France,Male,44,78128.13,109153.04,0
603,Germany,Male,46,98899.76,86190.34,0
655,Spain,Male,37,0,106040.97,0
431,France,Male,63,160982.89,168008.17,0
620,France,Female,70,87926.24,33350.26,1
782,France,Female,35,0,119565.34,0
581,Spain,Male,46,79385.21,188492.82,0
553,Germany,Male,53,127997.83,165378.66,1
658,France,Male,44,168396.34,14178.73,0
686,Germany,Male,43,134896.03,97847.05,0
